subject	activityName	tBodyAcc.mean...X	tBodyAcc.mean...Y	tBodyAcc.mean...Z	tBodyAcc.std...X	tBodyAcc.std...Y	tBodyAcc.std...Z	tGravityAcc.mean...X	tGravityAcc.mean...Y	tGravityAcc.mean...Z	tGravityAcc.std...X	tGravityAcc.std...Y	tGravityAcc.std...Z	tBodyAccJerk.mean...X	tBodyAccJerk.mean...Y	tBodyAccJerk.mean...Z	tBodyAccJerk.std...X	tBodyAccJerk.std...Y	tBodyAccJerk.std...Z	tBodyGyro.mean...X	tBodyGyro.mean...Y	tBodyGyro.mean...Z	tBodyGyro.std...X	tBodyGyro.std...Y	tBodyGyro.std...Z	tBodyGyroJerk.mean...X	tBodyGyroJerk.mean...Y	tBodyGyroJerk.mean...Z	tBodyGyroJerk.std...X	tBodyGyroJerk.std...Y	tBodyGyroJerk.std...Z	tBodyAccMag.mean..	tBodyAccMag.std..	tGravityAccMag.mean..	tGravityAccMag.std..	tBodyAccJerkMag.mean..	tBodyAccJerkMag.std..	tBodyGyroMag.mean..	tBodyGyroMag.std..	tBodyGyroJerkMag.mean..	tBodyGyroJerkMag.std..	fBodyAcc.mean...X	fBodyAcc.mean...Y	fBodyAcc.mean...Z	fBodyAcc.std...X	fBodyAcc.std...Y	fBodyAcc.std...Z	fBodyAccJerk.mean...X	fBodyAccJerk.mean...Y	fBodyAccJerk.mean...Z	fBodyAccJerk.std...X	fBodyAccJerk.std...Y	fBodyAccJerk.std...Z	fBodyGyro.mean...X	fBodyGyro.mean...Y	fBodyGyro.mean...Z	fBodyGyro.std...X	fBodyGyro.std...Y	fBodyGyro.std...Z	fBodyAccMag.mean..	fBodyAccMag.std..	fBodyBodyAccJerkMag.mean..	fBodyBodyAccJerkMag.std..	fBodyBodyGyroMag.mean..	fBodyBodyGyroMag.std..	fBodyBodyGyroJerkMag.mean..	fBodyBodyGyroJerkMag.std..
19	LAYING	0.279658172946809	-0.0174398488477057	-0.105313120045035	-0.477048695249291	-0.379724462839007	-0.635417288804965	0.689557739007092	0.0825562465971631	0.0812083079574011	-0.966171076028369	-0.947854223546099	-0.94647220251773	0.0852282368	0.00429340919808511	-0.00488012005643972	-0.54975971235922	-0.479059879964894	-0.773440423546099	-0.0282175448079787	-0.0790673471968085	0.0880703216053191	-0.700169975457447	-0.691914803085106	-0.591525477124114	-0.104915770906028	-0.0499776528021277	-0.0526799523464539	-0.645206460960993	-0.762186621524823	-0.539464242756028	-0.43452800089273	-0.504046012755319	-0.43452800089273	-0.504046012755319	-0.565033697950355	-0.566149918284397	-0.587565170239007	-0.657743022506738	-0.691070188014184	-0.721178156205674	-0.523954353120567	-0.415328411248582	-0.684264126702128	-0.461011160730851	-0.401309766059929	-0.639360966404255	-0.580711181881206	-0.526589471726738	-0.757162101489362	-0.558055544570922	-0.462481853084326	-0.788146207021277	-0.616325873938298	-0.703509281453901	-0.516388138555213	-0.72759050964539	-0.688521238865248	-0.657789418723404	-0.508056118861702	-0.58081155878227	-0.549525089777801	-0.591887404042553	-0.666057592278014	-0.713212141808511	-0.736291130177305	-0.722968072765957
19	SITTING	0.271617256794872	-0.0151782998657692	-0.111084338564103	-0.702809250038462	-0.526962907870513	-0.680962251923077	0.892307003846154	-0.0824077551269231	0.0357461171410256	-0.95931369525641	-0.912325981038462	-0.918543700897436	0.0518327680833333	0.0114432329905128	0.021079884295	-0.741462736782051	-0.666920108641026	-0.855975713974359	0.00849834690423077	-0.0893694790846154	0.0519023608705128	-0.727107104615385	-0.795359459358974	-0.733317693589744	-0.104459865717949	-0.0446572773064103	-0.0398756945448718	-0.762113570769231	-0.879670125512821	-0.779051238846154	-0.62433145564859	-0.649251161635897	-0.62433145564859	-0.649251161635897	-0.743969598076923	-0.722247152038462	-0.671248874820513	-0.684669972935897	-0.829594748333333	-0.85010598525641	-0.730538550452564	-0.582377384335897	-0.753079868589744	-0.69347898995	-0.530478476691026	-0.67032992448718	-0.753518270565385	-0.679962589846154	-0.841145116410256	-0.752132527969231	-0.675670779753038	-0.86956963474359	-0.704524945448718	-0.812135497051282	-0.706477713589744	-0.737660515128205	-0.787841705641026	-0.76844605	-0.65623638324359	-0.701131495897436	-0.718035155948718	-0.729662231064103	-0.74670500551282	-0.701965586338462	-0.854305997692308	-0.855545626153846
20	WALKING_UPSTAIRS	0.278346782850282	-0.0187775560463842	-0.109270932524576	-0.567803963207627	-0.587786685412458	-0.599286999662994	0.688294306892655	0.104437975371751	0.196140386926667	-0.972629364887006	-0.963814183587571	-0.93980077039548	0.0768505747543503	0.00916049865299435	-0.00311643827708757	-0.616899906187655	-0.627623476999943	-0.788749183841808	-0.013772933573178	-0.085505182561017	0.0895998795638136	-0.728706722457345	-0.631627862646893	-0.70027687580791	-0.100232369060989	-0.045934347654661	-0.0536863401183616	-0.729695089389831	-0.849340081638418	-0.766228225056497	-0.545798535267514	-0.571637473916102	-0.545798535267514	-0.571637473916102	-0.657453522222599	-0.614487210488136	-0.593703210013898	-0.650173996321186	-0.797365849858757	-0.836122848079096	-0.572713381915339	-0.577778607332203	-0.672739814265537	-0.566565185222881	-0.620632306087373	-0.596133129444068	-0.622738492130791	-0.63391905805226	-0.76256791220339	-0.646312104700282	-0.647591491637006	-0.81423663779661	-0.678028711919209	-0.730427241666667	-0.679549709138418	-0.747070767676554	-0.587183659900847	-0.735618965781356	-0.581040216311864	-0.633510518821751	-0.602667609249633	-0.632224979966949	-0.717789368967797	-0.668835688341045	-0.836136389491525	-0.848121683050847
21	LAYING	0.27163125485049	-0.0173979936092157	-0.114252434389706	-0.55477043840299	-0.43200089946473	-0.636934021482059	0.647345291985294	0.027573580789951	0.0610153199538235	-0.957749719387255	-0.952270123946078	-0.934909927892157	0.0834701649253186	0.00360147292041667	-0.0052052374620098	-0.581709453444118	-0.506292166531593	-0.725418757611961	-0.0394602741276225	-0.0748237069862745	0.0945729803333088	-0.686595742042892	-0.645713468754902	-0.633383794529657	-0.086070617423848	-0.0454682432506373	-0.053417738927451	-0.589119267134804	-0.687639132909314	-0.592737130857206	-0.501666733525466	-0.518967411747794	-0.501666733525466	-0.518967411747794	-0.585716189901961	-0.534935268757108	-0.584690294808922	-0.601920788678186	-0.652872834811275	-0.657981879212157	-0.556753454563725	-0.451832769010049	-0.660057247614461	-0.555728150594142	-0.458399706570024	-0.654959935518897	-0.598106396913971	-0.549024636599755	-0.708547330841422	-0.602613810845853	-0.493159460630882	-0.740953685938235	-0.58092606343799	-0.638470141661765	-0.563468587008824	-0.722034840321814	-0.654194816936274	-0.694924510375	-0.511944217141274	-0.599050501284314	-0.52809552471348	-0.546799801123872	-0.605938393417157	-0.672046730664706	-0.667113603446078	-0.670563020760613
22	LAYING	0.273210378417445	-0.0185192808204673	-0.11291427277134	-0.510266254922741	-0.413152538805296	-0.458084570745016	0.70350578	-0.0015332236470405	0.0473030073763364	-0.958714926370717	-0.952295887299065	-0.926094443800623	0.0809919349227414	0.00132148568962617	-0.0104174101470405	-0.535091024485826	-0.509451664678193	-0.65407001717134	-0.0435093355487227	-0.0687016340068847	0.0955355256071651	-0.608657636414953	-0.576425490860125	-0.597677658968847	-0.0954255115935389	-0.037463296907134	-0.0634438021488474	-0.636711348220249	-0.642247031650903	-0.694834034760125	-0.440133648417134	-0.461599872725327	-0.440133648417134	-0.461599872725327	-0.544321762309439	-0.496408253843302	-0.481844263006231	-0.537099422739564	-0.659617966909657	-0.638886066365109	-0.517830600209657	-0.434246244397508	-0.51755980156053	-0.508384188060436	-0.440099202950156	-0.470967588190966	-0.556831331916199	-0.539396664318598	-0.626146524986231	-0.554902518079439	-0.510562358231153	-0.680797313018692	-0.558262762320249	-0.563515801168224	-0.579940306557726	-0.627678503772586	-0.59025011273053	-0.642747644876635	-0.449746637436137	-0.554693204854829	-0.488427696847726	-0.512445926220561	-0.566849235008318	-0.600336593275701	-0.639151301175607	-0.665810967218692
23	LAYING	0.27242353441129	-0.0186556633091935	-0.107550115277419	-0.646902815062097	-0.506586428142742	-0.608158727988172	0.687308257768817	0.0423871972925806	0.111388957355376	-0.963860839129032	-0.954379645376344	-0.941321501698925	0.0825296724073118	0.0054158589407043	-0.00892997657354839	-0.673580857052151	-0.615272447895699	-0.777570271734409	-0.0216169465037903	-0.0746397858876344	0.0734465339575269	-0.754233681346774	-0.693095426162097	-0.635487765684409	-0.0974223720715054	-0.0464109881876882	-0.0505258728869624	-0.788273873521505	-0.806851804930538	-0.779593018354839	-0.569871177121774	-0.640981020577151	-0.569871177121774	-0.640981020577151	-0.662796276435968	-0.676695921465054	-0.612005084293441	-0.692519825117473	-0.790111411021505	-0.825161881174731	-0.663944489900269	-0.540339882502688	-0.678159450815323	-0.642061903167204	-0.521715410383871	-0.604533764228226	-0.688463725626344	-0.637255275428495	-0.760341828180914	-0.68788849094086	-0.618391945750538	-0.793836063147849	-0.722393160973118	-0.723833286934946	-0.646466540129839	-0.766118578819892	-0.681815351255645	-0.666791856422043	-0.623256717663441	-0.709059306978763	-0.654864331288978	-0.709624167145161	-0.735516910568817	-0.719176053973118	-0.818366267801344	-0.847123889932796
24	WALKING_UPSTAIRS	0.276307873371391	-0.0175890542523097	-0.105917381298425	-0.613987174603675	-0.516793034320997	-0.520493964211864	0.695396578871391	0.0518814348234698	0.184976085670073	-0.974203043937008	-0.952079839816273	-0.929271162388451	0.0734409698889764	0.00725733724942257	-0.000503527404233596	-0.677513956481627	-0.659188907153543	-0.780728549186352	-0.0354225401089501	-0.0714741786010499	0.0832431765889239	-0.669493436706037	-0.536748420865879	-0.58789904883727	-0.0926251297585302	-0.0413722181111286	-0.0493049757260367	-0.779610569816273	-0.798036606036745	-0.762191331076115	-0.535909579244331	-0.586247440513648	-0.535909579244331	-0.586247440513648	-0.695641347088189	-0.657467029973228	-0.507727983306063	-0.571828091918635	-0.784876854776903	-0.809575827611549	-0.633888771623097	-0.556445983588714	-0.633379396595801	-0.607280877474331	-0.529118304606562	-0.50432429674	-0.683859271189764	-0.670159077981102	-0.754438302808399	-0.700473217776903	-0.671074437349081	-0.806341922545932	-0.665896325179265	-0.628170770531785	-0.61398696923622	-0.675315920854777	-0.493825266759055	-0.618491878396325	-0.598560031046457	-0.644862006568635	-0.654793903537533	-0.663164971616745	-0.668103321327113	-0.587306169670341	-0.810456373674541	-0.82206191343832
25	LAYING	0.27088797898533	-0.0173289751240098	-0.102593436769046	-0.553241495389242	-0.352323779904988	-0.378399202738068	0.688887718036675	-0.0823672275215159	-0.0858672154621027	-0.948825653545232	-0.944880899770171	-0.924411407726161	0.0784127907931051	0.00469921324680196	-0.00432880814760636	-0.603808764111149	-0.537876679162347	-0.695230973809242	-0.0213047474322005	-0.08051944129511	0.0731551199905244	-0.705797548153301	-0.466921123920416	-0.455227490240098	-0.095110495396643	-0.0443051841432494	-0.0446678393948411	-0.758110200929095	-0.737731612156479	-0.657568568471394	-0.429912298269682	-0.467587979649389	-0.429912298269682	-0.467587979649389	-0.590101324705134	-0.576220030818802	-0.449082878853521	-0.519174448740831	-0.719706764173594	-0.755165599293399	-0.570886005654523	-0.418254391781565	-0.511290711672372	-0.547652660783252	-0.362145192351589	-0.361630426307311	-0.621036092920049	-0.557785762004157	-0.661601944783619	-0.621745013225917	-0.548083252572861	-0.728103999068704	-0.672180847784841	-0.567853712105379	-0.480748582232763	-0.718788505146699	-0.419807043937824	-0.499763943046944	-0.479675038663081	-0.545288532932029	-0.570010385185941	-0.587440302520782	-0.589589591188998	-0.557465823488802	-0.748766338587677	-0.782160443709046
26	LAYING	0.278683788914474	-0.0135237556400658	-0.111163911598684	-0.62207149381579	-0.477709563892566	-0.593339084934211	0.650633985486842	0.105799688328947	0.0935524605526316	-0.966130484144737	-0.95233732625	-0.933144029868421	0.0802514826078947	0.008650844072875	-0.0114555189873947	-0.683186111796053	-0.623608391551908	-0.784958975348684	-0.0318315588154605	-0.0804833738409211	0.0712398537208553	-0.712115203164474	-0.680450291447368	-0.589064785526316	-0.0967153128638158	-0.0473853840867105	-0.0579270464315789	-0.752640568618421	-0.830211128486842	-0.755656032381579	-0.537683963980263	-0.577965842105263	-0.537683963980263	-0.577965842105263	-0.680008606498026	-0.658602785949342	-0.588641775223684	-0.636575277348684	-0.789232459513816	-0.812456495921053	-0.647097641559211	-0.527714984239539	-0.658772461467105	-0.613595414868421	-0.487106205014145	-0.592115384342105	-0.699002205003947	-0.637889745147368	-0.763235437697368	-0.695365496486842	-0.634148693637303	-0.805451398684211	-0.685928237913816	-0.723224468353618	-0.617615738703947	-0.72265919981579	-0.66008889625	-0.619912975657895	-0.5857066470875	-0.640656878835526	-0.649699631488816	-0.673174861126316	-0.695922322276316	-0.661143722019737	-0.810918907302632	-0.828617424506579
26	WALKING	0.279761402916667	-0.01686164315	-0.106580698204167	-0.587531700597083	-0.52667602861625	-0.734466210120833	0.759926832091667	0.0209773690125	-0.078147505954875	-0.966587111583333	-0.957637035333333	-0.944379776591667	0.0736233476725	0.00418803518179167	-0.0059742664929625	-0.646271086270833	-0.636408162874583	-0.8486652473625	-0.01872921171325	-0.0802103125279167	0.090536219555125	-0.727220253658333	-0.700304891978333	-0.77026398375	-0.0987609328054167	-0.0440725014574583	-0.0561518201979167	-0.762655068041667	-0.859777614083333	-0.830766691875	-0.5629383384465	-0.58627597783225	-0.5629383384465	-0.58627597783225	-0.681431735968625	-0.658757558616667	-0.641192233787917	-0.690205823702917	-0.823761955	-0.854122906083333	-0.609946637854167	-0.552476569445417	-0.773728057295833	-0.579779099481667	-0.544044030935	-0.737148910195833	-0.664241036791667	-0.648655879397917	-0.830261430220833	-0.659247510226875	-0.648157534763583	-0.866136150666667	-0.6962612695375	-0.764739086333333	-0.760040141766667	-0.738903570458333	-0.670098515059167	-0.79556475375	-0.597382914763958	-0.6456523742625	-0.646083053775	-0.67850896112	-0.746012408375	-0.708599222429167	-0.8526713045	-0.866940430416667
27	WALKING	0.276215980710106	-0.0166765448101862	-0.110817343361702	-0.678454563955585	-0.661327781246808	-0.622139273998138	0.703976440220745	-0.0590459221010638	0.0228487836143617	-0.974739915691489	-0.966666733484043	-0.953756060718085	0.0781118026029255	0.00935994232268351	0.000239933272327128	-0.735259791648936	-0.742478944132979	-0.774828148758245	-0.012504343696383	-0.0720424789026596	0.0734389077393617	-0.804782954308511	-0.818191184574468	-0.746988951579787	-0.107070179976755	-0.0413566785963032	-0.0540142057711968	-0.862225731196808	-0.873351473218085	-0.841845656861702	-0.630200146413271	-0.677494047047872	-0.630200146413271	-0.677494047047872	-0.732980991723404	-0.727940126210904	-0.727366948191489	-0.794173577632979	-0.864382688590426	-0.878630319441489	-0.709926679327394	-0.681560557255745	-0.674351163954043	-0.667674018673883	-0.673056908099734	-0.624734077798936	-0.751614322978723	-0.75564959675	-0.759697380215426	-0.741975949868032	-0.745738422464362	-0.788606118393617	-0.795496634535638	-0.823237883244681	-0.765155544946808	-0.810034739255319	-0.817784347446809	-0.765589707859043	-0.679775144702926	-0.727053021521543	-0.721516988634176	-0.737986634041755	-0.825041374468085	-0.810680697521277	-0.876637152952128	-0.89003803337766
28	WALKING	0.273589537507853	-0.0177823922252094	-0.108717714258822	-0.620729089933063	-0.578776164588691	-0.668470164444503	0.677586647094241	0.00764055943193717	0.0841260422945026	-0.970728941230366	-0.95904586421466	-0.947902118638743	0.0813441902704189	0.00907255895078534	0.00346507665131675	-0.692651294751309	-0.678099172786387	-0.819012221465969	-0.0144964147345654	-0.0802267978381623	0.0763223552028796	-0.764992146858639	-0.770342069528796	-0.727277931896073	-0.107540695131675	-0.0394237825593455	-0.0513884101276702	-0.793809893507853	-0.831243055759162	-0.813241212486911	-0.580777543682042	-0.645703771531152	-0.580777543682042	-0.645703771531152	-0.705963156603403	-0.703001892482461	-0.682103946750131	-0.754728124335079	-0.815953127696335	-0.829840932801047	-0.66257288866055	-0.612478377208822	-0.72618064560733	-0.606309986622513	-0.588407554741885	-0.664227279108639	-0.725471992844241	-0.703110505251309	-0.808334944136126	-0.686977435597644	-0.673119648434031	-0.8283699	-0.735331856346859	-0.780562334816754	-0.733311802329843	-0.775788469558639	-0.766606266832461	-0.751054169793194	-0.655639305985079	-0.695676254575393	-0.706419082982984	-0.701776709933508	-0.774586382434555	-0.785697457827225	-0.833732032408377	-0.837897228664921
29	WALKING	0.269876726156977	-0.0181751958273285	-0.119568745900517	-0.556201806572413	-0.487617145573692	-0.635477089129361	0.484618694767442	0.0547996229680233	0.137927460198343	-0.958448132383721	-0.960308279302326	-0.94196948502907	0.0775948417252616	0.0116250830008184	-0.00225975671470349	-0.551350318844738	-0.552328940452326	-0.691743957089244	-0.0392131465619198	-0.0705135645331395	0.0900468522726744	-0.622306151358139	-0.628611246284041	-0.631236459151453	-0.0894893444360465	-0.0381068855209419	-0.0569426634611047	-0.601937086623256	-0.713099568763372	-0.672838826887703	-0.512413722907238	-0.583856985043808	-0.512413722907238	-0.583856985043808	-0.556827865164244	-0.58371192594157	-0.532333415487209	-0.593944245571221	-0.668814766066279	-0.713382167044477	-0.568783997602064	-0.502137205085814	-0.632213359367006	-0.552434548564244	-0.512943853569913	-0.668422463835465	-0.574402891519942	-0.578985397899128	-0.66630499565407	-0.567940583729942	-0.55346063301186	-0.715933390027878	-0.533667110986628	-0.625133204547674	-0.585937168182035	-0.651911600075465	-0.635586064259302	-0.682468351386628	-0.537962718076948	-0.678395560090116	-0.556626458233779	-0.624823939531395	-0.620431582638663	-0.648815215356105	-0.706830336630814	-0.743545192031977
30	WALKING	0.277553396744737	-0.0179410865445263	-0.108367292374211	-0.649380802421053	-0.533468070334763	-0.647119794463158	0.632029495252632	-0.0553225561473684	0.0743384607815789	-0.964671956684211	-0.967585528578947	-0.951054859447368	0.082645678205	0.00318127732527947	-0.0115578751335526	-0.678841675857789	-0.640934010255508	-0.76702680667121	-0.0282525180457368	-0.0774568729985	0.0836678592136842	-0.779335046513158	-0.749630907026316	-0.680599739573211	-0.100404306749474	-0.0408236702130263	-0.0529574356355263	-0.776630337215789	-0.803773598052632	-0.799156794736842	-0.593238568520789	-0.635607024121053	-0.593238568520789	-0.635607024121053	-0.682617140733947	-0.657142116587368	-0.67173701685	-0.742457349495263	-0.794507269736842	-0.811316738710526	-0.672186858670526	-0.563995651323158	-0.687681492160263	-0.641847182442105	-0.547517749019474	-0.653584433904474	-0.696755968715263	-0.655490556582632	-0.751673391380526	-0.689460366611579	-0.650364483677105	-0.781007744023263	-0.732551262026316	-0.743763615481579	-0.689212004789474	-0.795145637907895	-0.756246904578947	-0.709073619579211	-0.634258331452632	-0.693563926473947	-0.657103833558474	-0.660721580938684	-0.759821327973684	-0.776303235952632	-0.813884409763158	-0.822704687447368
30	WALKING_DOWNSTAIRS	0.28484498	-0.0232559010333333	-0.11505576	-0.984073	-0.922023686666667	-0.943969526666667	0.77184396	0.188528176666667	0.329817188333333	-0.96970656	-0.94167871	-0.95075739	0.0780423506666667	0.00716181766666667	0.0263012432	-0.976710973333333	-0.948668446666667	-0.970357663333333	-0.0245544109	-0.184964747666667	0.246257638666667	-0.959870393333333	-0.967539023333333	-0.940015716666667	-0.0846722866666667	-0.0339781926666667	-0.0659982096666667	-0.970561063333333	-0.97498823	-0.98340685	-0.953596183333333	-0.944364613333333	-0.953596183333333	-0.944364613333333	-0.970173456666667	-0.958897963333333	-0.896741593333333	-0.914690353333333	-0.980677986666667	-0.96395851	-0.978824913333333	-0.92829871	-0.950797873333333	-0.986807573333333	-0.92382676	-0.943594053333333	-0.974597756666667	-0.94574027	-0.964332006666667	-0.981665573333333	-0.956598536666667	-0.975433946666667	-0.9528011	-0.966277423333333	-0.94162609	-0.9621426	-0.968732593333333	-0.944874696666667	-0.95325452	-0.94755266	-0.96128007	-0.955312376666667	-0.936867603333333	-0.915259896666667	-0.96545952	-0.964460643333333
